year,month,day,team,rank
2021,10,31,Cincinnati,27.0
2021,10,31,Kansas City,26.9
2021,10,31,Baltimore,26.7
2021,10,31,Las Vegas,25.7
2021,10,31,New England,25.6
2021,10,31,Cleveland,24.7
2021,10,31,LA Chargers,24.7
2021,10,31,Minnesota,24.5
2021,10,31,Indianapolis,24.1
2021,10,31,Green Bay,24.0
2021,10,31,New Orleans,23.3
2021,10,31,Philadelphia,22.7
2021,10,31,San Francisco,22.5
2021,10,31,Atlanta,22.5
2021,10,31,Seattle,21.4
2021,10,31,Carolina,20.9
2021,10,31,Washington,20.9
2021,10,31,Denver,20.0
2021,10,31,NY Giants,19.9
2021,10,31,Pittsburgh,19.5
2021,10,31,Jacksonville,19.3
2021,10,31,Detroit,18.3
2021,10,31,Miami,18.1
2021,10,31,Chicago,14.4
2021,10,31,Houston,13.9
2021,10,31,NY Jets,13.3
2021,10,24,Dallas,34.2
2021,10,24,Buffalo,33.8
2021,10,24,Tampa Bay,32.5
2021,10,24,Arizona,32.3
2021,10,24,Kansas City,30.8
2021,10,24,LA Rams,29.8
2021,10,24,Baltimore,28.3
2021,10,24,Tennessee,27.7
2021,10,24,New Orleans,25.4
2021,10,24,Cleveland,24.7
2021,10,24,Cincinnati,24.7
2021,10,24,LA Chargers,24.7
2021,10,24,Las Vegas,24.5
2021,10,24,Minnesota,24.5
2021,10,24,Green Bay,24.0
2021,10,24,Carolina,23.8
2021,10,24,San Francisco,23.4
2021,10,24,Seattle,23.3
2021,10,24,Indianapolis,23.2
2021,10,24,Philadelphia,22.8
2021,10,24,Washington,22.7
2021,10,24,Atlanta,21.0
2021,10,24,New England,20.8
2021,10,24,Denver,20.0
2021,10,24,Pittsburgh,19.5
2021,10,24,Jacksonville,19.3
2021,10,24,NY Giants,19.0
2021,10,24,Detroit,18.2
2021,10,24,Miami,16.5
2021,10,24,Chicago,16.3
2021,10,24,Houston,15.3
2021,10,24,NY Jets,13.4
2021,10,17,Buffalo,34.4
2021,10,17,Dallas,34.0
2021,10,17,Tampa Bay,32.5
2021,10,17,Arizona,31.4
2021,10,17,Kansas City,30.8
2021,10,17,Cleveland,28.4
2021,10,17,LA Chargers,28.4
2021,10,17,LA Rams,28.2
2021,10,17,Baltimore,27.2
2021,10,17,Tennessee,26.4
2021,10,17,New Orleans,25.4
2021,10,17,Washington,24.6
2021,10,17,Green Bay,24.0
2021,10,17,Seattle,24.0
2021,10,17,San Francisco,23.4
2021,10,17,Carolina,23.0
2021,10,17,Philadelphia,22.8
2021,10,17,Cincinnati,22.8
2021,10,17,Minnesota,22.6
2021,10,17,Las Vegas,22.6
2021,10,17,Indianapolis,21.6
2021,10,17,Atlanta,21.0
2021,10,17,NY Giants,20.6
2021,10,17,Denver,20.4
2021,10,17,Detroit,19.6
2021,10,17,New England,19.2
2021,10,17,Pittsburgh,18.8
2021,10,17,Jacksonville,18.6
2021,10,17,Houston,17.8
2021,10,17,Chicago,16.8
2021,10,17,Miami,15.8
2021,10,17,NY Jets,13.4
2021,10,10,Arizona,35.0
2021,10,10,Buffalo,33.5
2021,10,10,Kansas City,33.5
2021,10,10,Dallas,31.5
2021,10,10,Tampa Bay,30.5
2021,10,10,LA Rams,28.2
2021,10,10,San Francisco,26.8
2021,10,10,Baltimore,26.3
2021,10,10,Las Vegas,26.0
2021,10,10,Washington,25.3
2021,10,10,Cleveland,25.0
2021,10,10,Carolina,24.3
2021,10,10,Seattle,24.0
2021,10,10,Green Bay,23.8
2021,10,10,Tennessee,23.8
2021,10,10,LA Chargers,23.8
2021,10,10,Minnesota,23.5
2021,10,10,New Orleans,23.5
2021,10,10,Philadelphia,23.5
2021,10,10,Cincinnati,23.0
2021,10,10,Denver,20.8
2021,10,10,Indianapolis,20.8
2021,10,10,NY Giants,20.8
2021,10,10,Detroit,20.3
2021,10,10,Atlanta,19.5
2021,10,10,Jacksonville,18.5
2021,10,10,New England,17.8
2021,10,10,Pittsburgh,16.8
2021,10,10,Houston,16.8
2021,10,10,Chicago,16.0
2021,10,10,Miami,15.5
2021,10,10,NY Jets,11.8
2021,10,3,Arizona,34.3
2021,10,3,Tampa Bay,34.3
2021,10,3,LA Rams,31.7
2021,10,3,Buffalo,31.3
2021,10,3,Kansas City,30.7
2021,10,3,Las Vegas,30.0
2021,10,3,Dallas,30.0
2021,10,3,Minnesota,29.0
2021,10,3,Cleveland,28.7
2021,10,3,San Francisco,28.7
2021,10,3,Baltimore,27.3
2021,10,3,Denver,25.3
2021,10,3,Seattle,25.0
2021,10,3,New Orleans,24.3
2021,10,3,Tennessee,23.7
2021,10,3,Cincinnati,23.0
2021,10,3,Carolina,23.0
2021,10,3,Green Bay,22.7
2021,10,3,Houston,22.3
2021,10,3,LA Chargers,22.3
2021,10,3,Detroit,22.3
2021,10,3,Washington,22.3
2021,10,3,Philadelphia,21.3
2021,10,3,NY Giants,18.7
2021,10,3,Indianapolis,18.7
2021,10,3,Jacksonville,18.5
2021,10,3,New England,18.0
2021,10,3,Pittsburgh,16.7
2021,10,3,Atlanta,16.0
2021,10,3,Miami,15.0
2021,10,3,Chicago,13.3
2021,10,3,NY Jets,6.7
2021,9,26,Tampa Bay,39.5
2021,9,26,Arizona,36.0
2021,9,26,Kansas City,34.0
2021,9,26,Baltimore,31.5
2021,9,26,LA Rams,30.5
2021,9,26,Cleveland,30.0
2021,9,26,Las Vegas,29.5
2021,9,26,San Francisco,29.0
2021,9,26,Seattle,29.0
2021,9,26,Minnesota,28.5
2021,9,26,Buffalo,25.5
2021,9,26,Detroit,25.0
2021,9,26,Denver,25.0
2021,9,26,Dallas,24.5
2021,9,26,Washington,23.0
2021,9,26,Tennessee,23.0
2021,9,26,Carolina,23.0
2021,9,26,New Orleans,22.5
2021,9,26,Houston,22.3
2021,9,26,Cincinnati,22.0
2021,9,26,Philadelphia,21.5
2021,9,26,NY Giants,21.0
2021,9,26,New England,20.5
2021,9,26,Pittsburgh,20.0
2021,9,26,Indianapolis,20.0
2021,9,26,Green Bay,19.0
2021,9,26,LA Chargers,18.5
2021,9,26,Jacksonville,17.0
2021,9,26,Chicago,17.0
2021,9,26,Atlanta,15.5
2021,9,26,NY Jets,10.0
2021,9,26,Miami,8.5
2021,9,19,San Francisco,41.0
2021,9,19,Arizona,38.0
2021,9,19,New Orleans,38.0
2021,9,19,Houston,37.0
2021,9,19,LA Rams,34.0
2021,9,19,Las Vegas,33.0
2021,9,19,Kansas City,33.0
2021,9,19,Detroit,33.0
2021,9,19,Philadelphia,32.0
2021,9,19,Tampa Bay,31.0
2021,9,19,Cleveland,29.0
2021,9,19,Dallas,29.0
2021,9,19,Seattle,28.0
2021,9,19,Denver,27.0
2021,9,19,Baltimore,27.0
2021,9,19,Cincinnati,27.0
2021,9,19,Minnesota,24.0
2021,9,19,Washington,23.0
2021,9,19,Pittsburgh,23.0
2021,9,19,NY Giants,21.0
2021,9,19,Jacksonville,21.0
2021,9,19,LA Chargers,20.0
2021,9,19,Carolina,19.0
2021,9,19,Miami,17.0
2021,9,19,New England,16.0
2021,9,19,Indianapolis,16.0
2021,9,19,Buffalo,16.0
2021,9,19,NY Jets,14.0
2021,9,19,Chicago,14.0
2021,9,19,Tennessee,13.0
2021,9,19,Atlanta,6.0
2021,9,19,Green Bay,3.0
2021,9,12,Tampa Bay,31.0
2021,9,12,Dallas,29.0
2021,9,12,Atlanta,--
2021,9,12,NY Giants,--
2021,9,12,NY Jets,--
2021,9,12,Philadelphia,--
2021,9,12,Arizona,--
2021,9,12,Pittsburgh,--
2021,9,12,LA Chargers,--
2021,9,12,San Francisco,--
2021,9,12,Seattle,--
2021,9,12,Washington,--
2021,9,12,Carolina,--
2021,9,12,Jacksonville,--
2021,9,12,Baltimore,--
2021,9,12,New Orleans,--
2021,9,12,New England,--
2021,9,12,Minnesota,--
2021,9,12,Buffalo,--
2021,9,12,Chicago,--
2021,9,12,Cincinnati,--
2021,9,12,Cleveland,--
2021,9,12,Denver,--
2021,9,12,Detroit,--
2021,9,12,Green Bay,--
2021,9,12,Tennessee,--
2021,9,12,Indianapolis,--
2021,9,12,Kansas City,--
2021,9,12,Las Vegas,--
2021,9,12,LA Rams,--
2021,9,12,Miami,--
2021,9,12,Houston,--
2021,9,5,Green Bay,31.5
2021,9,5,Tampa Bay,30.8
2021,9,5,Buffalo,29.9
2021,9,5,Tennessee,29.6
2021,9,5,New Orleans,29.1
2021,9,5,Kansas City,28.5
2021,9,5,Seattle,28.2
2021,9,5,Indianapolis,27.9
2021,9,5,Baltimore,27.3
2021,9,5,Las Vegas,27.1
2021,9,5,Minnesota,26.9
2021,9,5,Pittsburgh,26.6
2021,9,5,Cleveland,26.3
2021,9,5,Arizona,25.6
2021,9,5,Miami,25.3
2021,9,5,Atlanta,24.8
2021,9,5,Dallas,24.7
2021,9,5,LA Chargers,24.0
2021,9,5,Houston,24.0
2021,9,5,Detroit,23.6
2021,9,5,San Francisco,23.5
2021,9,5,LA Rams,23.3
2021,9,5,Chicago,22.4
2021,9,5,Carolina,21.9
2021,9,5,Washington,21.1
2021,9,5,Philadelphia,20.9
2021,9,5,New England,20.4
2021,9,5,Denver,20.2
2021,9,5,Cincinnati,19.4
2021,9,5,Jacksonville,19.1
2021,9,5,NY Giants,17.5
2021,9,5,NY Jets,15.2
2021,2,28,Green Bay,31.5
2021,2,28,Tampa Bay,30.8
2021,2,28,Buffalo,29.9
2021,2,28,Tennessee,29.6
2021,2,28,New Orleans,29.1
2021,2,28,Kansas City,28.5
2021,2,28,Seattle,28.2
2021,2,28,Indianapolis,27.9
2021,2,28,Baltimore,27.3
2021,2,28,Las Vegas,27.1
2021,2,28,Minnesota,26.9
2021,2,28,Pittsburgh,26.6
2021,2,28,Cleveland,26.3
2021,2,28,Arizona,25.6
2021,2,28,Miami,25.3
2021,2,28,Atlanta,24.8
2021,2,28,Dallas,24.7
2021,2,28,LA Chargers,24.0
2021,2,28,Houston,24.0
2021,2,28,Detroit,23.6
2021,2,28,San Francisco,23.5
2021,2,28,LA Rams,23.3
2021,2,28,Chicago,22.4
2021,2,28,Carolina,21.9
2021,2,28,Washington,21.1
2021,2,28,Philadelphia,20.9
2021,2,28,New England,20.4
2021,2,28,Denver,20.2
2021,2,28,Cincinnati,19.4
2021,2,28,Jacksonville,19.1
2021,2,28,NY Giants,17.5
2021,2,28,NY Jets,15.2
2021,2,21,Green Bay,31.5
2021,2,21,Tampa Bay,30.8
2021,2,21,Buffalo,29.9
2021,2,21,Tennessee,29.6
2021,2,21,New Orleans,29.1
2021,2,21,Kansas City,28.5
2021,2,21,Seattle,28.2
2021,2,21,Indianapolis,27.9
2021,2,21,Baltimore,27.3
2021,2,21,Las Vegas,27.1
2021,2,21,Minnesota,26.9
2021,2,21,Pittsburgh,26.6
2021,2,21,Cleveland,26.3
2021,2,21,Arizona,25.6
2021,2,21,Miami,25.3
2021,2,21,Atlanta,24.8
2021,2,21,Dallas,24.7
2021,2,21,LA Chargers,24.0
2021,2,21,Houston,24.0
2021,2,21,Detroit,23.6
2021,2,21,San Francisco,23.5
2021,2,21,LA Rams,23.3
2021,2,21,Chicago,22.4
2021,2,21,Carolina,21.9
2021,2,21,Washington,21.1
2021,2,21,Philadelphia,20.9
2021,2,21,New England,20.4
2021,2,21,Denver,20.2
2021,2,21,Cincinnati,19.4
2021,2,21,Jacksonville,19.1
2021,2,21,NY Giants,17.5
2021,2,21,NY Jets,15.2
2021,2,14,Green Bay,31.5
2021,2,14,Tampa Bay,30.8
2021,2,14,Buffalo,29.9
2021,2,14,Tennessee,29.6
2021,2,14,New Orleans,29.1
2021,2,14,Kansas City,28.5
2021,2,14,Seattle,28.2
2021,2,14,Indianapolis,27.9
2021,2,14,Baltimore,27.3
2021,2,14,Las Vegas,27.1
2021,2,14,Minnesota,26.9
2021,2,14,Pittsburgh,26.6
2021,2,14,Cleveland,26.3
2021,2,14,Arizona,25.6
2021,2,14,Miami,25.3
2021,2,14,Atlanta,24.8
2021,2,14,Dallas,24.7
2021,2,14,LA Chargers,24.0
2021,2,14,Houston,24.0
2021,2,14,Detroit,23.6
2021,2,14,San Francisco,23.5
2021,2,14,LA Rams,23.3
2021,2,14,Chicago,22.4
2021,2,14,Carolina,21.9
2021,2,14,Washington,21.1
2021,2,14,Philadelphia,20.9
2021,2,14,New England,20.4
2021,2,14,Denver,20.2
2021,2,14,Cincinnati,19.4
2021,2,14,Jacksonville,19.1
2021,2,14,NY Giants,17.5
2021,2,14,NY Jets,15.2
2021,2,7,Green Bay,31.5
2021,2,7,Tampa Bay,30.7
2021,2,7,Buffalo,29.9
2021,2,7,Tennessee,29.6
2021,2,7,Kansas City,29.6
2021,2,7,New Orleans,29.1
2021,2,7,Seattle,28.2
2021,2,7,Indianapolis,27.9
2021,2,7,Baltimore,27.3
2021,2,7,Las Vegas,27.1
2021,2,7,Minnesota,26.9
2021,2,7,Pittsburgh,26.6
2021,2,7,Cleveland,26.3
2021,2,7,Arizona,25.6
2021,2,7,Miami,25.3
2021,2,7,Atlanta,24.8
2021,2,7,Dallas,24.7
2021,2,7,LA Chargers,24.0
2021,2,7,Houston,24.0
2021,2,7,Detroit,23.6
2021,2,7,San Francisco,23.5
2021,2,7,LA Rams,23.3
2021,2,7,Chicago,22.4
2021,2,7,Carolina,21.9
2021,2,7,Washington,21.1
2021,2,7,Philadelphia,20.9
2021,2,7,New England,20.4
2021,2,7,Denver,20.2
2021,2,7,Cincinnati,19.4
2021,2,7,Jacksonville,19.1
2021,2,7,NY Giants,17.5
2021,2,7,NY Jets,15.2
2021,1,31,Green Bay,31.6
2021,1,31,Kansas City,30.1
2021,1,31,Tennessee,30.0
2021,1,31,New Orleans,29.9
2021,1,31,Tampa Bay,29.9
2021,1,31,Buffalo,29.7
2021,1,31,Seattle,28.9
2021,1,31,Baltimore,28.7
2021,1,31,Indianapolis,28.2
2021,1,31,Arizona,26.9
2021,1,31,Las Vegas,26.8
2021,1,31,Pittsburgh,26.3
2021,1,31,Minnesota,26.2
2021,1,31,Cleveland,25.6
2021,1,31,Miami,25.2
2021,1,31,Dallas,25.1
2021,1,31,Atlanta,24.6
2021,1,31,Chicago,23.7
2021,1,31,LA Rams,23.6
2021,1,31,San Francisco,23.5
2021,1,31,LA Chargers,23.1
2021,1,31,Houston,23.1
2021,1,31,Carolina,22.9
2021,1,31,Detroit,22.8
2021,1,31,Philadelphia,21.3
2021,1,31,Washington,21.0
2021,1,31,Cincinnati,20.5
2021,1,31,New England,19.9
2021,1,31,Jacksonville,19.5
2021,1,31,Denver,19.5
2021,1,31,NY Giants,17.1
2021,1,31,NY Jets,15.3
2021,1,24,Tennessee,31.1
2021,1,24,Kansas City,31.1
2021,1,24,Green Bay,31.0
2021,1,24,Seattle,29.5
2021,1,24,Buffalo,29.1
2021,1,24,Baltimore,28.8
2021,1,24,Tampa Bay,28.6
2021,1,24,Indianapolis,28.5
2021,1,24,New Orleans,28.4
2021,1,24,Arizona,27.9
2021,1,24,Las Vegas,26.9
2021,1,24,Cleveland,26.3
2021,1,24,Pittsburgh,26.1
2021,1,24,Minnesota,25.7
2021,1,24,Atlanta,25.4
2021,1,24,Miami,25.1
2021,1,24,LA Rams,24.6
2021,1,24,Dallas,24.2
2021,1,24,Detroit,23.9
2021,1,24,San Francisco,23.8
2021,1,24,LA Chargers,23.4
2021,1,24,Carolina,23.1
2021,1,24,Chicago,22.5
2021,1,24,Houston,22.5
2021,1,24,Philadelphia,21.6
2021,1,24,Washington,21.6
2021,1,24,New England,20.6
2021,1,24,Denver,19.7
2021,1,24,Jacksonville,19.6
2021,1,24,Cincinnati,19.4
2021,1,24,NY Giants,17.4
2021,1,24,NY Jets,14.7
2021,1,17,Green Bay,31.5
2021,1,17,Kansas City,31.0
2021,1,17,Seattle,30.2
2021,1,17,Tennessee,30.0
2021,1,17,Indianapolis,28.6
2021,1,17,Tampa Bay,28.5
2021,1,17,New Orleans,28.3
2021,1,17,Baltimore,27.9
2021,1,17,Buffalo,27.6
2021,1,17,Arizona,27.5
2021,1,17,Las Vegas,26.9
2021,1,17,Pittsburgh,26.8
2021,1,17,Cleveland,26.8
2021,1,17,Minnesota,25.6
2021,1,17,Miami,25.4
2021,1,17,Atlanta,25.2
2021,1,17,LA Rams,25.0
2021,1,17,Detroit,23.8
2021,1,17,Carolina,23.6
2021,1,17,San Francisco,23.1
2021,1,17,Dallas,22.9
2021,1,17,LA Chargers,22.8
2021,1,17,Houston,22.7
2021,1,17,Washington,22.1
2021,1,17,Chicago,21.7
2021,1,17,Philadelphia,21.3
2021,1,17,New England,21.3
2021,1,17,Jacksonville,20.1
2021,1,17,Denver,19.8
2021,1,17,Cincinnati,18.8
2021,1,17,NY Giants,18.3
2021,1,17,NY Jets,14.1
2021,1,10,Green Bay,31.6
2021,1,10,Kansas City,30.8
2021,1,10,Tennessee,29.9
2021,1,10,Seattle,29.4
2021,1,10,New Orleans,28.9
2021,1,10,Tampa Bay,28.7
2021,1,10,Pittsburgh,27.8
2021,1,10,Buffalo,27.8
2021,1,10,Arizona,27.7
2021,1,10,Indianapolis,27.3
2021,1,10,Las Vegas,26.9
2021,1,10,Minnesota,26.6
2021,1,10,Baltimore,26.3
2021,1,10,Atlanta,25.9
2021,1,10,Cleveland,25.5
2021,1,10,Miami,25.3
2021,1,10,LA Rams,25.1
2021,1,10,Houston,24.0
2021,1,10,Detroit,23.8
2021,1,10,San Francisco,23.8
2021,1,10,Carolina,23.3
2021,1,10,LA Chargers,23.1
2021,1,10,New England,22.8
2021,1,10,Dallas,22.3
2021,1,10,Washington,22.0
2021,1,10,Philadelphia,21.1
2021,1,10,Jacksonville,20.9
2021,1,10,Chicago,20.5
2021,1,10,Cincinnati,19.8
2021,1,10,NY Giants,19.3
2021,1,10,Denver,18.8
2021,1,10,NY Jets,15.0
2021,1,3,Green Bay,31.7
2021,1,3,Kansas City,31.6
2021,1,3,Seattle,31.0
2021,1,3,New Orleans,29.6
2021,1,3,Tennessee,29.5
2021,1,3,Pittsburgh,28.8
2021,1,3,Tampa Bay,28.7
2021,1,3,Arizona,27.6
2021,1,3,Indianapolis,27.5
2021,1,3,Buffalo,27.2
2021,1,3,Atlanta,26.8
2021,1,3,Las Vegas,26.5
2021,1,3,Minnesota,26.5
2021,1,3,Miami,25.8
2021,1,3,Baltimore,25.6
2021,1,3,LA Chargers,25.2
2021,1,3,Houston,24.4
2021,1,3,Cleveland,24.1
2021,1,3,LA Rams,23.9
2021,1,3,San Francisco,23.7
2021,1,3,Carolina,23.3
2021,1,3,Detroit,22.9
2021,1,3,Dallas,22.8
2021,1,3,Washington,21.9
2021,1,3,Philadelphia,21.5
2021,1,3,Cincinnati,20.9
2021,1,3,New England,20.8
2021,1,3,Jacksonville,20.6
2021,1,3,Chicago,19.6
2021,1,3,NY Giants,19.5
2021,1,3,Denver,19.0
2021,1,3,NY Jets,13.8
2020,12,27,Tennessee,31.1
2020,12,27,Kansas City,31.1
2020,12,27,Green Bay,31.0
2020,12,27,New Orleans,29.9
2020,12,27,Tampa Bay,29.9
2020,12,27,Seattle,29.5
2020,12,27,Buffalo,29.1
2020,12,27,Baltimore,28.8
2020,12,27,Indianapolis,28.5
2020,12,27,Arizona,26.9
2020,12,27,Las Vegas,26.8
2020,12,27,Cleveland,26.3
2020,12,27,Minnesota,26.2
2020,12,27,Pittsburgh,26.1
2020,12,27,Atlanta,25.4
2020,12,27,Miami,25.2
2020,12,27,LA Rams,24.6
2020,12,27,Dallas,24.2
2020,12,27,San Francisco,23.5
2020,12,27,LA Chargers,23.4
2020,12,27,Carolina,23.1
2020,12,27,Detroit,22.8
2020,12,27,Chicago,22.5
2020,12,27,Houston,22.5
2020,12,27,Philadelphia,21.6
2020,12,27,Washington,21.6
2020,12,27,New England,20.6
2020,12,27,Denver,19.7
2020,12,27,Jacksonville,19.6
2020,12,27,Cincinnati,19.4
2020,12,27,NY Giants,17.4
2020,12,27,NY Jets,14.7
2020,12,20,Kansas City,31.0
2020,12,20,Green Bay,31.0
2020,12,20,Seattle,30.2
2020,12,20,Tennessee,30.0
2020,12,20,Buffalo,29.1
2020,12,20,Indianapolis,28.6
2020,12,20,Tampa Bay,28.5
2020,12,20,New Orleans,28.3
2020,12,20,Baltimore,27.9
2020,12,20,Arizona,27.5
2020,12,20,Las Vegas,26.9
2020,12,20,Pittsburgh,26.8
2020,12,20,Cleveland,26.8
2020,12,20,Minnesota,25.6
2020,12,20,Miami,25.4
2020,12,20,Atlanta,25.2
2020,12,20,LA Rams,25.0
2020,12,20,Detroit,23.8
2020,12,20,LA Chargers,23.4
2020,12,20,San Francisco,23.1
2020,12,20,Carolina,23.1
2020,12,20,Dallas,22.9
2020,12,20,Houston,22.7
2020,12,20,Washington,22.1
2020,12,20,Chicago,21.7
2020,12,20,Philadelphia,21.3
2020,12,20,New England,21.3
2020,12,20,Jacksonville,20.1
2020,12,20,Denver,19.7
2020,12,20,Cincinnati,18.8
2020,12,20,NY Giants,18.3
2020,12,20,NY Jets,14.1
2020,12,13,Green Bay,31.6
2020,12,13,Kansas City,30.8
2020,12,13,Tennessee,29.9
2020,12,13,Seattle,29.4
2020,12,13,New Orleans,28.9
2020,12,13,Tampa Bay,28.7
2020,12,13,Pittsburgh,27.8
2020,12,13,Buffalo,27.8
2020,12,13,Arizona,27.7
2020,12,13,Indianapolis,27.3
2020,12,13,Las Vegas,26.9
2020,12,13,Minnesota,26.6
2020,12,13,Baltimore,26.3
2020,12,13,Atlanta,25.9
2020,12,13,Cleveland,25.5
2020,12,13,Miami,25.3
2020,12,13,LA Rams,25.0
2020,12,13,Houston,24.0
2020,12,13,Detroit,23.8
2020,12,13,San Francisco,23.8
2020,12,13,Carolina,23.3
2020,12,13,LA Chargers,23.1
2020,12,13,Dallas,22.3
2020,12,13,Washington,22.0
2020,12,13,New England,21.3
2020,12,13,Philadelphia,21.1
2020,12,13,Jacksonville,20.9
2020,12,13,Chicago,20.5
2020,12,13,Cincinnati,19.8
2020,12,13,NY Giants,19.3
2020,12,13,Denver,18.8
2020,12,13,NY Jets,15.0
2020,12,6,Green Bay,31.7
2020,12,6,Kansas City,31.6
2020,12,6,Seattle,31.0
2020,12,6,New Orleans,29.6
2020,12,6,Tennessee,29.5
2020,12,6,Pittsburgh,28.8
2020,12,6,Tampa Bay,28.7
2020,12,6,Arizona,27.6
2020,12,6,Indianapolis,27.5
2020,12,6,Buffalo,27.2
2020,12,6,Atlanta,26.8
2020,12,6,Las Vegas,26.5
2020,12,6,Minnesota,26.5
2020,12,6,Miami,25.8
2020,12,6,Baltimore,25.6
2020,12,6,LA Chargers,25.2
2020,12,6,Houston,24.4
2020,12,6,Cleveland,24.1
2020,12,6,LA Rams,23.9
2020,12,6,San Francisco,23.7
2020,12,6,Carolina,23.3
2020,12,6,Detroit,22.9
2020,12,6,Dallas,22.8
2020,12,6,Washington,21.9
2020,12,6,Philadelphia,21.5
2020,12,6,Cincinnati,20.9
2020,12,6,New England,20.8
2020,12,6,Jacksonville,20.6
2020,12,6,Chicago,19.6
2020,12,6,NY Giants,19.5
2020,12,6,Denver,19.0
2020,12,6,NY Jets,13.8
2020,11,29,Seattle,33.8
2020,11,29,Green Bay,32.8
2020,11,29,Tampa Bay,31.7
2020,11,29,Tennessee,31.3
2020,11,29,Kansas City,31.1
2020,11,29,Pittsburgh,30.5
2020,11,29,New Orleans,30.0
2020,11,29,Baltimore,29.8
2020,11,29,Arizona,29.0
2020,11,29,Cleveland,28.6
2020,11,29,Las Vegas,28.5
2020,11,29,Miami,26.7
2020,11,29,Atlanta,26.3
2020,11,29,Indianapolis,26.2
2020,11,29,Detroit,26.0
2020,11,29,San Francisco,25.9
2020,11,29,Minnesota,25.8
2020,11,29,LA Rams,25.1
2020,11,29,Dallas,25.1
2020,11,29,Buffalo,24.9
2020,11,29,LA Chargers,24.8
2020,11,29,Houston,23.7
2020,11,29,Philadelphia,23.3
2020,11,29,Cincinnati,23.3
2020,11,29,Carolina,23.1
2020,11,29,Jacksonville,22.0
2020,11,29,Chicago,19.7
2020,11,29,Denver,19.3
2020,11,29,New England,19.2
2020,11,29,Washington,19.0
2020,11,29,NY Giants,17.4
2020,11,29,NY Jets,12.1
2020,11,22,Seattle,33.8
2020,11,22,Tennessee,32.8
2020,11,22,Green Bay,32.4
2020,11,22,Pittsburgh,31.2
2020,11,22,New Orleans,30.6
2020,11,22,Las Vegas,30.2
2020,11,22,Baltimore,29.8
2020,11,22,Tampa Bay,29.5
2020,11,22,Kansas City,29.2
2020,11,22,Dallas,28.8
2020,11,22,Arizona,27.7
2020,11,22,Cleveland,27.2
2020,11,22,Atlanta,27.0
2020,11,22,Miami,26.7
2020,11,22,Detroit,26.6
2020,11,22,Indianapolis,26.2
2020,11,22,Buffalo,26.0
2020,11,22,Minnesota,25.8
2020,11,22,LA Rams,25.3
2020,11,22,San Francisco,24.7
2020,11,22,Houston,24.3
2020,11,22,Philadelphia,23.5
2020,11,22,Carolina,23.0
2020,11,22,LA Chargers,22.0
2020,11,22,New England,21.8
2020,11,22,Cincinnati,21.5
2020,11,22,Chicago,21.3
2020,11,22,Jacksonville,20.8
2020,11,22,Denver,20.0
2020,11,22,Washington,18.0
2020,11,22,NY Giants,16.8
2020,11,22,NY Jets,12.5
2020,11,15,Green Bay,38.0
2020,11,15,Seattle,33.8
2020,11,15,Dallas,32.6
2020,11,15,Cleveland,31.2
