year,month,day,team,scoring_margin
2021,10,24,LA Rams,+27.0
2021,10,24,Tampa Bay,+6.0
2021,10,24,Baltimore,+28.0
2021,10,24,New Orleans,+11.0
2021,10,24,Cincinnati,+23.0
2021,10,24,Carolina,-6.0
2021,10,24,Denver,-3.0
2021,10,24,Minnesota,+6.0
2021,10,24,Kansas City,+18.0
2021,10,24,Green Bay,+10.0
2021,10,24,Indianapolis,+28.0
2021,10,24,Cleveland,+3.0
2021,10,24,Tennessee,+3.0
2021,10,24,Las Vegas,+10.0
2021,10,24,LA Chargers,-28.0
2021,10,24,New England,-6.0
2021,10,24,San Francisco,-7.0
2021,10,24,Seattle,-3.0
2021,10,24,Philadelphia,-6.0
2021,10,24,Pittsburgh,+3.0
2021,10,24,Chicago,-10.0
2021,10,24,Washington,-18.0
2021,10,24,Atlanta,+7.0
2021,10,24,Jacksonville,+3.0
2021,10,24,NY Giants,-27.0
2021,10,24,Detroit,-23.0
2021,10,24,NY Jets,-7.0
2021,10,24,Miami,-3.0
2021,10,24,Houston,-28.0
2021,10,17,Buffalo,+18.0
2021,10,17,Arizona,+7.0
2021,10,17,Dallas,+24.0
2021,10,17,Tampa Bay,+6.0
2021,10,17,New Orleans,+11.0
2021,10,17,Cleveland,-5.0
2021,10,17,Carolina,-3.0
2021,10,17,LA Chargers,+5.0
2021,10,17,Denver,-8.0
2021,10,17,LA Rams,+9.0
2021,10,17,Baltimore,+6.0
2021,10,17,Cincinnati,-3.0
2021,10,17,New England,+3.0
2021,10,17,Minnesota,+2.0
2021,10,17,Tennessee,+18.0
2021,10,17,San Francisco,-7.0
2021,10,17,Green Bay,+3.0
2021,10,17,Seattle,-9.0
2021,10,17,Las Vegas,-11.0
2021,10,17,Kansas City,-18.0
2021,10,17,Philadelphia,-6.0
2021,10,17,Chicago,+11.0
2021,10,17,Pittsburgh,+8.0
2021,10,17,Indianapolis,-6.0
2021,10,17,Washington,-11.0
2021,10,17,NY Giants,-24.0
2021,10,17,Detroit,-2.0
2021,10,17,Atlanta,+7.0
2021,10,17,Houston,-3.0
2021,10,17,NY Jets,-7.0
2021,10,17,Jacksonville,-18.0
2021,10,17,Miami,-28.0
2021,10,10,Buffalo,+40.0
2021,10,10,Arizona,+17.0
2021,10,10,Denver,-16.0
2021,10,10,Cleveland,+7.0
2021,10,10,Carolina,-8.0
2021,10,10,Dallas,+8.0
2021,10,10,New Orleans,-6.0
2021,10,10,LA Chargers,+14.0
2021,10,10,LA Rams,+9.0
2021,10,10,Tampa Bay,+2.0
2021,10,10,Cincinnati,+3.0
2021,10,10,Baltimore,+16.0
2021,10,10,Kansas City,+12.0
2021,10,10,San Francisco,-7.0
2021,10,10,Las Vegas,-14.0
2021,10,10,Minnesota,-7.0
2021,10,10,New England,-2.0
2021,10,10,Seattle,-9.0
2021,10,10,Green Bay,+10.0
2021,10,10,NY Giants,+6.0
2021,10,10,Philadelphia,-12.0
2021,10,10,Indianapolis,+10.0
2021,10,10,Tennessee,-3.0
2021,10,10,Washington,+4.0
2021,10,10,Pittsburgh,-10.0
2021,10,10,Chicago,+10.0
2021,10,10,Detroit,-10.0
2021,10,10,Jacksonville,-3.0
2021,10,10,NY Jets,+3.0
2021,10,10,Miami,-10.0
2021,10,10,Houston,-40.0
2021,10,10,Atlanta,-4.0
2021,10,3,Denver,+26.0
2021,10,3,Buffalo,+22.0
2021,10,3,Carolina,+15.0
2021,10,3,Arizona,+12.0
2021,10,3,LA Rams,+10.0
2021,10,3,New Orleans,+15.0
2021,10,3,Cleveland,+20.0
2021,10,3,Dallas,+20.0
2021,10,3,Las Vegas,+3.0
2021,10,3,Tampa Bay,-10.0
2021,10,3,Cincinnati,+3.0
2021,10,3,San Francisco,-2.0
2021,10,3,Minnesota,+13.0
2021,10,3,LA Chargers,+6.0
2021,10,3,New England,-15.0
2021,10,3,Philadelphia,-20.0
2021,10,3,Kansas City,-6.0
2021,10,3,Baltimore,+2.0
2021,10,3,Seattle,-13.0
2021,10,3,Houston,-15.0
2021,10,3,Tennessee,+9.0
2021,10,3,Green Bay,+2.0
2021,10,3,Pittsburgh,-14.0
2021,10,3,NY Giants,-3.0
2021,10,3,Indianapolis,-9.0
2021,10,3,Washington,-22.0
2021,10,3,Detroit,-2.0
2021,10,3,Jacksonville,-3.0
2021,10,3,Chicago,-20.0
2021,10,3,Miami,-3.0
2021,10,3,Atlanta,+3.0
2021,10,3,NY Jets,-26.0
2021,9,26,Buffalo,+35.0
2021,9,26,Arizona,+1.0
2021,9,26,Carolina,+15.0
2021,9,26,Tampa Bay,+23.0
2021,9,26,Denver,+10.0
2021,9,26,LA Rams,+3.0
2021,9,26,Philadelphia,-6.0
2021,9,26,New England,+19.0
2021,9,26,New Orleans,-19.0
2021,9,26,Las Vegas,+9.0
2021,9,26,San Francisco,+6.0
2021,9,26,Seattle,-3.0
2021,9,26,Cleveland,+10.0
2021,9,26,Kansas City,-1.0
2021,9,26,LA Chargers,-3.0
2021,9,26,Dallas,+3.0
2021,9,26,Cincinnati,-3.0
2021,9,26,Pittsburgh,-9.0
2021,9,26,Washington,+1.0
2021,9,26,Minnesota,-1.0
2021,9,26,Baltimore,+1.0
2021,9,26,Houston,-15.0
2021,9,26,NY Giants,-1.0
2021,9,26,Indianapolis,-3.0
2021,9,26,Chicago,+3.0
2021,9,26,Green Bay,+18.0
2021,9,26,Tennessee,+3.0
2021,9,26,NY Jets,-19.0
2021,9,26,Detroit,-18.0
2021,9,26,Jacksonville,-10.0
2021,9,26,Miami,-35.0
2021,9,26,Atlanta,-23.0
2021,9,19,New Orleans,+35.0
2021,9,19,Philadelphia,+26.0
2021,9,19,Arizona,+25.0
2021,9,19,LA Rams,+20.0
2021,9,19,Houston,+16.0
2021,9,19,Denver,+14.0
2021,9,19,Seattle,+12.0
2021,9,19,San Francisco,+8.0
2021,9,19,Pittsburgh,+7.0
2021,9,19,Las Vegas,+6.0
2021,9,19,Carolina,+5.0
2021,9,19,LA Chargers,+4.0
2021,9,19,Kansas City,+4.0
2021,9,19,Cincinnati,+3.0
2021,9,19,Tampa Bay,+2.0
2021,9,19,Miami,+1.0
2021,9,19,New England,-1.0
2021,9,19,Washington,+1.0
2021,9,19,Dallas,-2.0
2021,9,19,Minnesota,-3.0
2021,9,19,Cleveland,-4.0
2021,9,19,NY Jets,-5.0
2021,9,19,Baltimore,-6.0
2021,9,19,Buffalo,-7.0
2021,9,19,NY Giants,-1.0
2021,9,19,Detroit,-8.0
2021,9,19,Indianapolis,-12.0
2021,9,19,Jacksonville,-16.0
2021,9,19,Chicago,-20.0
2021,9,19,Tennessee,-25.0
2021,9,19,Atlanta,-26.0
2021,9,19,Green Bay,-35.0
2021,9,12,Tampa Bay,+2.0
2021,9,12,Dallas,-2.0
2021,9,5,Tampa Bay,+22.0
2021,9,5,Baltimore,-14.0
2021,9,5,Green Bay,-5.0
2021,9,5,New Orleans,-10.0
2021,9,5,Buffalo,-14.0
2021,9,5,Kansas City,-22.0
2021,9,5,Pittsburgh,-11.0
2021,9,5,Indianapolis,-3.0
2021,9,5,Seattle,-10.0
2021,9,5,Miami,-30.0
2021,9,5,LA Rams,-14.0
2021,9,5,Arizona,-11.0
2021,9,5,Tennessee,-7.0
2021,9,5,Washington,-8.0
2021,9,5,Cleveland,-5.0
2021,9,5,Chicago,-12.0
2021,9,5,San Francisco,-3.0
2021,9,5,Atlanta,-17.0
2021,9,5,New England,+14.0
2021,9,5,LA Chargers,+17.0
2021,9,5,Las Vegas,+1.0
2021,9,5,Minnesota,+2.0
2021,9,5,Carolina,-26.0
2021,9,5,NY Giants,+4.0
2021,9,5,Dallas,-4.0
2021,9,5,Houston,-3.0
2021,9,5,Philadelphia,-6.0
2021,9,5,Cincinnati,-35.0
2021,9,5,Denver,-1.0
2021,9,5,Detroit,-2.0
2021,9,5,Jacksonville,-14.0
2021,9,5,NY Jets,-14.0
2021,2,28,Tampa Bay,+22.0
2021,2,28,Baltimore,-14.0
2021,2,28,Green Bay,-5.0
2021,2,28,New Orleans,-10.0
2021,2,28,Buffalo,-14.0
2021,2,28,Kansas City,-22.0
2021,2,28,Pittsburgh,-11.0
2021,2,28,Indianapolis,-3.0
2021,2,28,Seattle,-10.0
2021,2,28,Miami,-30.0
2021,2,28,LA Rams,-14.0
2021,2,28,Arizona,-11.0
2021,2,28,Tennessee,-7.0
2021,2,28,Washington,-8.0
2021,2,28,Cleveland,-5.0
2021,2,28,Chicago,-12.0
2021,2,28,San Francisco,-3.0
2021,2,28,Atlanta,-17.0
2021,2,28,New England,+14.0
2021,2,28,LA Chargers,+17.0
2021,2,28,Las Vegas,+1.0
2021,2,28,Minnesota,+2.0
2021,2,28,Carolina,-26.0
2021,2,28,NY Giants,+4.0
2021,2,28,Dallas,-4.0
2021,2,28,Houston,-3.0
2021,2,28,Philadelphia,-6.0
2021,2,28,Cincinnati,-35.0
2021,2,28,Denver,-1.0
2021,2,28,Detroit,-2.0
2021,2,28,Jacksonville,-14.0
2021,2,28,NY Jets,-14.0
2021,2,21,Tampa Bay,+22.0
2021,2,21,Baltimore,-14.0
2021,2,21,Green Bay,-5.0
2021,2,21,New Orleans,-10.0
2021,2,21,Buffalo,-14.0
2021,2,21,Kansas City,-22.0
2021,2,21,Pittsburgh,-11.0
2021,2,21,Indianapolis,-3.0
2021,2,21,Seattle,-10.0
2021,2,21,Miami,-30.0
2021,2,21,LA Rams,-14.0
2021,2,21,Arizona,-11.0
2021,2,21,Tennessee,-7.0
2021,2,21,Washington,-8.0
2021,2,21,Cleveland,-5.0
2021,2,21,Chicago,-12.0
2021,2,21,San Francisco,-3.0
2021,2,21,Atlanta,-17.0
2021,2,21,New England,+14.0
2021,2,21,LA Chargers,+17.0
2021,2,21,Las Vegas,+1.0
2021,2,21,Minnesota,+2.0
2021,2,21,Carolina,-26.0
2021,2,21,NY Giants,+4.0
2021,2,21,Dallas,-4.0
2021,2,21,Houston,-3.0
2021,2,21,Philadelphia,-6.0
2021,2,21,Cincinnati,-35.0
2021,2,21,Denver,-1.0
2021,2,21,Detroit,-2.0
2021,2,21,Jacksonville,-14.0
2021,2,21,NY Jets,-14.0
2021,2,14,Tampa Bay,+22.0
2021,2,14,Baltimore,-14.0
2021,2,14,Green Bay,-5.0
2021,2,14,New Orleans,-10.0
2021,2,14,Buffalo,-14.0
2021,2,14,Kansas City,-22.0
2021,2,14,Pittsburgh,-11.0
2021,2,14,Indianapolis,-3.0
2021,2,14,Seattle,-10.0
2021,2,14,Miami,-30.0
2021,2,14,LA Rams,-14.0
2021,2,14,Arizona,-11.0
2021,2,14,Tennessee,-7.0
2021,2,14,Washington,-8.0
2021,2,14,Cleveland,-5.0
2021,2,14,Chicago,-12.0
2021,2,14,San Francisco,-3.0
2021,2,14,Atlanta,-17.0
2021,2,14,New England,+14.0
2021,2,14,LA Chargers,+17.0
2021,2,14,Las Vegas,+1.0
2021,2,14,Minnesota,+2.0
2021,2,14,Carolina,-26.0
2021,2,14,NY Giants,+4.0
2021,2,14,Dallas,-4.0
2021,2,14,Houston,-3.0
2021,2,14,Philadelphia,-6.0
2021,2,14,Cincinnati,-35.0
2021,2,14,Denver,-1.0
2021,2,14,Detroit,-2.0
2021,2,14,Jacksonville,-14.0
2021,2,14,NY Jets,-14.0
2021,2,7,Baltimore,-14.0
2021,2,7,Tampa Bay,+5.0
2021,2,7,Green Bay,-5.0
2021,2,7,New Orleans,-10.0
2021,2,7,Kansas City,+14.0
2021,2,7,Buffalo,-14.0
2021,2,7,Pittsburgh,-11.0
2021,2,7,Indianapolis,-3.0
2021,2,7,Seattle,-10.0
2021,2,7,Miami,-30.0
2021,2,7,LA Rams,-14.0
2021,2,7,Arizona,-11.0
2021,2,7,Tennessee,-7.0
2021,2,7,Washington,-8.0
2021,2,7,Cleveland,-5.0
2021,2,7,Chicago,-12.0
2021,2,7,San Francisco,-3.0
2021,2,7,Atlanta,-17.0
2021,2,7,New England,+14.0
2021,2,7,LA Chargers,+17.0
2021,2,7,Las Vegas,+1.0
2021,2,7,Minnesota,+2.0
2021,2,7,Carolina,-26.0
2021,2,7,NY Giants,+4.0
2021,2,7,Dallas,-4.0
2021,2,7,Houston,-3.0
2021,2,7,Philadelphia,-6.0
2021,2,7,Cincinnati,-35.0
2021,2,7,Denver,-1.0
2021,2,7,Detroit,-2.0
2021,2,7,Jacksonville,-14.0
2021,2,7,NY Jets,-14.0
2021,1,31,Baltimore,+14.0
2021,1,31,Kansas City,+3.0
2021,1,31,Green Bay,+26.0
2021,1,31,Tampa Bay,+40.0
2021,1,31,New Orleans,+19.0
2021,1,31,Pittsburgh,+4.0
2021,1,31,Miami,+1.0
2021,1,31,Buffalo,+29.0
2021,1,31,Seattle,+11.0
2021,1,31,Indianapolis,-4.0
2021,1,31,LA Rams,-11.0
2021,1,31,Arizona,-8.0
2021,1,31,Tennessee,-26.0
2021,1,31,Chicago,+24.0
2021,1,31,Washington,-7.0
2021,1,31,Atlanta,-3.0
2021,1,31,San Francisco,+8.0
2021,1,31,Cleveland,-7.0
2021,1,31,Carolina,+7.0
2021,1,31,New England,-29.0
2021,1,31,Las Vegas,-1.0
2021,1,31,Minnesota,-19.0
2021,1,31,LA Chargers,+3.0
2021,1,31,Dallas,+20.0
2021,1,31,Houston,-6.0
2021,1,31,Philadelphia,-20.0
2021,1,31,Cincinnati,+6.0
2021,1,31,NY Giants,-14.0
2021,1,31,Denver,-3.0
2021,1,31,Detroit,-40.0
2021,1,31,Jacksonville,-24.0
2021,1,31,NY Jets,+7.0
2021,1,24,Kansas City,+3.0
2021,1,24,Baltimore,+26.0
2021,1,24,Pittsburgh,-10.0
2021,1,24,New Orleans,-3.0
2021,1,24,Miami,+10.0
2021,1,24,Green Bay,+8.0
2021,1,24,Tampa Bay,+4.0
2021,1,24,Indianapolis,+7.0
2021,1,24,LA Rams,-3.0
2021,1,24,Tennessee,+21.0
2021,1,24,Seattle,+5.0
2021,1,24,Buffalo,+29.0
2021,1,24,Arizona,+7.0
2021,1,24,Washington,-5.0
2021,1,24,Atlanta,-4.0
2021,1,24,Chicago,+6.0
2021,1,24,Cleveland,+14.0
2021,1,24,New England,-10.0
2021,1,24,San Francisco,-8.0
2021,1,24,Minnesota,-6.0
2021,1,24,Carolina,-8.0
2021,1,24,Las Vegas,-3.0
2021,1,24,Philadelphia,-7.0
2021,1,24,LA Chargers,+3.0
2021,1,24,NY Giants,-14.0
2021,1,24,Houston,-7.0
2021,1,24,Cincinnati,+10.0
2021,1,24,Dallas,+8.0
2021,1,24,Detroit,-21.0
2021,1,24,Denver,-29.0
2021,1,24,Jacksonville,-26.0
2021,1,24,NY Jets,+3.0
2021,1,17,Kansas City,+6.0
2021,1,17,Pittsburgh,-11.0
2021,1,17,New Orleans,-3.0
2021,1,17,Baltimore,+5.0
2021,1,17,Green Bay,+7.0
2021,1,17,Miami,-6.0
2021,1,17,LA Rams,+21.0
2021,1,17,Tampa Bay,+12.0
2021,1,17,Indianapolis,+17.0
2021,1,17,Seattle,+37.0
2021,1,17,Arizona,+19.0
2021,1,17,Tennessee,+21.0
2021,1,17,Buffalo,+11.0
2021,1,17,Washington,+8.0
2021,1,17,Atlanta,-3.0
2021,1,17,New England,-21.0
2021,1,17,Chicago,+29.0
2021,1,17,San Francisco,-8.0
2021,1,17,Cleveland,-5.0
2021,1,17,Minnesota,-12.0
2021,1,17,Carolina,-5.0
2021,1,17,Las Vegas,-17.0
2021,1,17,Philadelphia,+3.0
2021,1,17,NY Giants,-19.0
2021,1,17,Houston,-29.0
2021,1,17,LA Chargers,+3.0
2021,1,17,Detroit,-7.0
2021,1,17,Denver,+5.0
2021,1,17,Cincinnati,-23.0
2021,1,17,Dallas,+23.0
2021,1,17,Jacksonville,-21.0
2021,1,17,NY Jets,-37.0
2021,1,10,Pittsburgh,-6.0
2021,1,10,Kansas City,+6.0
2021,1,10,New Orleans,+5.0
2021,1,10,Miami,+12.0
2021,1,10,Baltimore,+17.0
2021,1,10,Green Bay,+14.0
2021,1,10,Tampa Bay,-3.0
2021,1,10,LA Rams,+10.0
2021,1,10,Indianapolis,+6.0
2021,1,10,Arizona,-10.0
2021,1,10,Tennessee,-6.0
2021,1,10,Seattle,-5.0
2021,1,10,Buffalo,+10.0
2021,1,10,New England,+45.0
2021,1,10,Atlanta,-5.0
2021,1,10,Washington,+6.0
2021,1,10,San Francisco,-10.0
2021,1,10,Minnesota,+3.0
2021,1,10,Cleveland,+6.0
2021,1,10,Carolina,-1.0
2021,1,10,Las Vegas,+3.0
2021,1,10,NY Giants,+5.0
2021,1,10,Houston,-6.0
2021,1,10,Chicago,-4.0
2021,1,10,Philadelphia,-14.0
2021,1,10,LA Chargers,-45.0
2021,1,10,Cincinnati,-12.0
2021,1,10,Detroit,+4.0
2021,1,10,Denver,-6.0
2021,1,10,Jacksonville,-3.0
2021,1,10,Dallas,-17.0
2021,1,10,NY Jets,-3.0
2021,1,3,Pittsburgh,+5.0
2021,1,3,Kansas City,+3.0
2021,1,3,New Orleans,+28.0
2021,1,3,Miami,+17.0
2021,1,3,Baltimore,-5.0
2021,1,3,Green Bay,+16.0
2021,1,3,Tampa Bay,-3.0
2021,1,3,Indianapolis,-19.0
2021,1,3,LA Rams,-3.0
2021,1,3,Arizona,-3.0
2021,1,3,Tennessee,+19.0
2021,1,3,Seattle,+6.0
2021,1,3,Buffalo,+10.0
2021,1,3,Atlanta,+37.0
2021,1,3,San Francisco,+3.0
2021,1,3,Washington,+25.0
2021,1,3,Minnesota,+1.0
2021,1,3,Carolina,-1.0
2021,1,3,Cleveland,+2.0
2021,1,3,LA Chargers,-10.0
2021,1,3,New England,+3.0
2021,1,3,Las Vegas,-37.0
2021,1,3,Houston,+16.0
2021,1,3,Chicago,-16.0
2021,1,3,NY Giants,+2.0
2021,1,3,Philadelphia,-6.0
2021,1,3,Cincinnati,-2.0
2021,1,3,Detroit,-16.0
2021,1,3,Denver,-28.0
2021,1,3,Jacksonville,-2.0
2021,1,3,Dallas,-25.0
2021,1,3,NY Jets,-17.0
2020,12,27,Kansas City,+3.0
2020,12,27,Baltimore,+26.0
2020,12,27,Tampa Bay,+40.0
2020,12,27,New Orleans,+19.0
2020,12,27,Pittsburgh,-10.0
2020,12,27,Green Bay,+8.0
2020,12,27,Miami,+1.0
2020,12,27,Indianapolis,+7.0
2020,12,27,LA Rams,-3.0
2020,12,27,Tennessee,+21.0
2020,12,27,Seattle,+5.0
2020,12,27,Buffalo,+29.0
2020,12,27,Arizona,-8.0
2020,12,27,Washington,-5.0
2020,12,27,Atlanta,-4.0
2020,12,27,Chicago,+6.0
2020,12,27,Cleveland,+14.0
2020,12,27,San Francisco,+8.0
2020,12,27,New England,-10.0
2020,12,27,Carolina,-8.0
2020,12,27,Las Vegas,-1.0
2020,12,27,Minnesota,-19.0
2020,12,27,Philadelphia,-7.0
2020,12,27,LA Chargers,+3.0
2020,12,27,NY Giants,-14.0
2020,12,27,Houston,-7.0
2020,12,27,Cincinnati,+10.0
2020,12,27,Dallas,+8.0
2020,12,27,Denver,-29.0
2020,12,27,Detroit,-40.0
2020,12,27,Jacksonville,-26.0
2020,12,27,NY Jets,+3.0
2020,12,20,Kansas City,+6.0
2020,12,20,Pittsburgh,-11.0
2020,12,20,New Orleans,-3.0
2020,12,20,Baltimore,+5.0
2020,12,20,Green Bay,+8.0
2020,12,20,Miami,-6.0
2020,12,20,LA Rams,+21.0
2020,12,20,Tampa Bay,+12.0
2020,12,20,Indianapolis,+17.0
2020,12,20,Seattle,+37.0
2020,12,20,Buffalo,+29.0
2020,12,20,Arizona,+19.0
2020,12,20,Tennessee,+21.0
2020,12,20,Washington,+8.0
2020,12,20,Atlanta,-3.0
2020,12,20,New England,-21.0
2020,12,20,Chicago,+29.0
2020,12,20,San Francisco,-8.0
2020,12,20,Cleveland,-5.0
2020,12,20,Minnesota,-12.0
2020,12,20,Carolina,-8.0
2020,12,20,Las Vegas,-3.0
2020,12,20,Philadelphia,+3.0
2020,12,20,NY Giants,-19.0
2020,12,20,LA Chargers,+3.0
2020,12,20,Houston,-29.0
2020,12,20,Detroit,-7.0
2020,12,20,Cincinnati,-23.0
2020,12,20,Dallas,+23.0
2020,12,20,Denver,-29.0
2020,12,20,Jacksonville,-21.0
2020,12,20,NY Jets,-37.0
2020,12,13,Pittsburgh,-6.0
2020,12,13,Kansas City,+6.0
2020,12,13,New Orleans,+5.0
2020,12,13,Miami,+12.0
2020,12,13,Baltimore,+17.0
2020,12,13,Green Bay,+14.0
2020,12,13,LA Rams,+21.0
2020,12,13,Tampa Bay,-3.0
2020,12,13,Indianapolis,+6.0
2020,12,13,Arizona,-10.0
2020,12,13,Tennessee,-6.0
2020,12,13,Seattle,-5.0
2020,12,13,Buffalo,+10.0
2020,12,13,Atlanta,-5.0
2020,12,13,Washington,+6.0
2020,12,13,New England,-21.0
2020,12,13,San Francisco,-10.0
2020,12,13,Minnesota,+3.0
2020,12,13,Cleveland,+6.0
2020,12,13,Carolina,-1.0
2020,12,13,Las Vegas,+3.0
2020,12,13,NY Giants,+5.0
2020,12,13,Houston,-6.0
2020,12,13,Chicago,-4.0
2020,12,13,Philadelphia,-14.0
2020,12,13,LA Chargers,-45.0
2020,12,13,Cincinnati,-12.0
2020,12,13,Detroit,+4.0
2020,12,13,Denver,-6.0
2020,12,13,Jacksonville,-3.0
2020,12,13,Dallas,-17.0
2020,12,13,NY Jets,-3.0
2020,12,6,Pittsburgh,+5.0
2020,12,6,Kansas City,+3.0
2020,12,6,New Orleans,+28.0
2020,12,6,Miami,+17.0
2020,12,6,Baltimore,-5.0
2020,12,6,Green Bay,+16.0
2020,12,6,Tampa Bay,-3.0
2020,12,6,Indianapolis,-19.0
2020,12,6,LA Rams,-3.0
2020,12,6,Arizona,-3.0
2020,12,6,Tennessee,+19.0
2020,12,6,Seattle,+6.0
2020,12,6,Buffalo,+10.0
2020,12,6,Atlanta,+37.0
2020,12,6,San Francisco,+3.0
2020,12,6,Washington,+25.0
2020,12,6,Minnesota,+1.0
2020,12,6,Carolina,-1.0
2020,12,6,Cleveland,+2.0
2020,12,6,LA Chargers,-10.0
2020,12,6,New England,+3.0
2020,12,6,Las Vegas,-37.0
2020,12,6,Houston,+16.0
2020,12,6,Chicago,-16.0
2020,12,6,NY Giants,+2.0
2020,12,6,Philadelphia,-6.0
2020,12,6,Cincinnati,-2.0
2020,12,6,Detroit,-16.0
2020,12,6,Denver,-28.0
2020,12,6,Jacksonville,-2.0
2020,12,6,Dallas,-25.0
2020,12,6,NY Jets,-17.0
2020,11,29,Baltimore,+2.0
2020,11,29,Tampa Bay,+25.0
2020,11,29,Pittsburgh,+3.0
2020,11,29,Kansas City,+27.0
2020,11,29,Arizona,+3.0
2020,11,29,Miami,+24.0
2020,11,29,LA Rams,+14.0
2020,11,29,Indianapolis,+4.0
2020,11,29,San Francisco,+27.0
2020,11,29,Green Bay,+15.0
2020,11,29,Tennessee,-3.0
2020,11,29,Seattle,-3.0
2020,11,29,New Orleans,+3.0
2020,11,29,Chicago,-14.0
2020,11,29,Buffalo,+8.0
